epoch,mean_loss,train_acc,val_acc
0,0.243363810082,0.5,0.602272727273
1,0.220084359248,0.5,0.625
2,0.216000191867,0.666666666667,0.636363636364
3,0.211998015642,0.666666666667,0.636363636364
4,0.209420678516,0.666666666667,0.636363636364
5,0.208936202029,0.666666666667,0.636363636364
6,0.208616125087,0.666666666667,0.636363636364
7,0.205064627031,0.666666666667,0.636363636364
8,0.205726655821,0.666666666667,0.670454545455
9,0.202718690038,0.666666666667,0.670454545455
10,0.201661519706,0.666666666667,0.670454545455
11,0.201184272766,0.666666666667,0.670454545455
12,0.199990786612,0.666666666667,0.670454545455
13,0.201065657039,0.666666666667,0.670454545455
14,0.199976330002,0.666666666667,0.681818181818
15,0.199743809799,0.666666666667,0.681818181818
16,0.197991589705,0.666666666667,0.681818181818
17,0.196554308136,0.666666666667,0.681818181818
18,0.195649929345,0.583333333333,0.647727272727
19,0.196140100559,0.583333333333,0.681818181818
20,0.193935635189,0.583333333333,0.681818181818
21,0.193767925104,0.583333333333,0.681818181818
22,0.193556236724,0.583333333333,0.670454545455
23,0.193729445338,0.583333333333,0.670454545455
24,0.1926187252,0.583333333333,0.670454545455
25,0.190131947398,0.583333333333,0.681818181818
26,0.187991378208,0.583333333333,0.704545454545
27,0.186028810839,0.75,0.693181818182
28,0.187731427451,0.75,0.704545454545
29,0.186901566883,0.75,0.738636363636
30,0.183927970628,0.75,0.738636363636
31,0.18388552467,0.75,0.738636363636
32,0.181821597119,0.833333333333,0.727272727273
33,0.179515543083,0.833333333333,0.693181818182
34,0.178919926286,0.833333333333,0.693181818182
35,0.180993335942,0.833333333333,0.693181818182
36,0.176491943498,0.833333333333,0.704545454545
37,0.17556471626,0.833333333333,0.715909090909
38,0.175327815115,0.833333333333,0.704545454545
39,0.173465738694,0.833333333333,0.715909090909
40,0.176192011684,0.833333333333,0.715909090909
41,0.179648968081,0.833333333333,0.727272727273
42,0.178554711243,0.833333333333,0.727272727273
43,0.18215731283,0.833333333333,0.727272727273
44,0.178164094687,0.833333333333,0.727272727273
45,0.17299809431,0.833333333333,0.715909090909
46,0.170882483323,0.833333333333,0.715909090909
47,0.170623420427,0.833333333333,0.727272727273
48,0.166771845271,0.833333333333,0.727272727273
49,0.167435022692,0.833333333333,0.727272727273
50,0.167981851846,0.833333333333,0.693181818182
51,0.17143235604,0.833333333333,0.693181818182
52,0.172197972735,0.916666666667,0.704545454545
53,0.168919534733,0.916666666667,0.704545454545
54,0.166541696837,0.916666666667,0.693181818182
55,0.164779347678,0.916666666667,0.681818181818
56,0.166528501858,0.916666666667,0.681818181818
57,0.170954152942,0.916666666667,0.681818181818
58,0.169961176813,0.833333333333,0.693181818182
59,0.16615986079,0.833333333333,0.727272727273
60,0.163771918664,0.833333333333,0.738636363636
61,0.165963802487,0.833333333333,0.738636363636
62,0.16453264157,0.833333333333,0.75
63,0.160797413439,0.833333333333,0.738636363636
64,0.157455857843,0.833333333333,0.761363636364
65,0.157708601405,0.833333333333,0.761363636364
66,0.155530122419,0.916666666667,0.761363636364
67,0.155277267098,0.916666666667,0.761363636364
68,0.153080957631,0.916666666667,0.727272727273
69,0.153093685706,0.916666666667,0.727272727273
70,0.153500345846,0.916666666667,0.738636363636
71,0.151426939915,0.916666666667,0.761363636364
72,0.148466066768,0.916666666667,0.761363636364
73,0.148800055186,0.916666666667,0.761363636364
74,0.146505638957,0.916666666667,0.795454545455
75,0.145030926913,0.916666666667,0.795454545455
76,0.144657362252,0.916666666667,0.784090909091
77,0.141902101537,0.916666666667,0.795454545455
78,0.141979766389,0.916666666667,0.795454545455
79,0.140767546992,0.916666666667,0.795454545455
80,0.139494057745,0.833333333333,0.784090909091
81,0.138636679699,0.833333333333,0.784090909091
82,0.138558575263,0.833333333333,0.784090909091
83,0.137813809017,0.833333333333,0.784090909091
84,0.137071712563,0.833333333333,0.795454545455
85,0.135586819301,0.833333333333,0.795454545455
86,0.135060728838,0.833333333333,0.795454545455
87,0.133044953148,0.833333333333,0.795454545455
88,0.132013479869,0.916666666667,0.795454545455
89,0.132631680618,0.916666666667,0.795454545455
90,0.131980951875,0.916666666667,0.795454545455
91,0.132332014541,0.916666666667,0.795454545455
92,0.131301451474,0.916666666667,0.806818181818
93,0.12938034907,0.916666666667,0.806818181818
94,0.129271388054,0.833333333333,0.818181818182
95,0.129886913424,1.0,0.795454545455
96,0.127382631724,0.916666666667,0.795454545455
97,0.125429142267,0.916666666667,0.829545454545
98,0.125021121154,0.833333333333,0.829545454545
99,0.128662927697,0.916666666667,0.784090909091
100,0.125972285867,1.0,0.795454545455
101,0.121771863972,0.916666666667,0.795454545455
102,0.121729162211,0.916666666667,0.829545454545
103,0.121130434175,0.916666666667,0.818181818182
104,0.122329086065,0.916666666667,0.806818181818
105,0.123816831658,0.916666666667,0.806818181818
106,0.124100962033,0.916666666667,0.818181818182
107,0.122037289664,1.0,0.840909090909
108,0.12270267494,1.0,0.818181818182
109,0.119239683573,0.916666666667,0.761363636364
110,0.12749317723,0.916666666667,0.806818181818
111,0.123861469949,1.0,0.806818181818
112,0.126093408714,1.0,0.806818181818
113,0.12785541825,1.0,0.772727272727
114,0.131913767507,0.75,0.784090909091
115,0.14647646745,0.916666666667,0.761363636364
116,0.138591427356,1.0,0.75
117,0.146485231817,0.916666666667,0.727272727273
118,0.177008478592,1.0,0.75
119,0.155594707156,1.0,0.681818181818
120,0.165895475696,1.0,0.704545454545
121,0.149030856788,0.916666666667,0.784090909091
122,0.151810167978,0.833333333333,0.738636363636
123,0.147064168006,0.916666666667,0.738636363636
124,0.138134304434,0.916666666667,0.795454545455
125,0.130595201006,0.916666666667,0.795454545455
126,0.129096269608,0.833333333333,0.772727272727
127,0.129361433287,0.916666666667,0.772727272727
128,0.127347156405,0.916666666667,0.784090909091
129,0.128399056693,1.0,0.784090909091
130,0.127686991667,1.0,0.795454545455
131,0.125240757441,1.0,0.795454545455
132,0.123733328034,0.916666666667,0.795454545455
133,0.123993298039,0.916666666667,0.795454545455
134,0.122558116292,0.916666666667,0.795454545455
135,0.12093107899,0.916666666667,0.795454545455
136,0.120866827667,1.0,0.795454545455
137,0.12050220867,0.916666666667,0.795454545455
138,0.119246174271,0.916666666667,0.795454545455
139,0.12123378925,1.0,0.795454545455
140,0.118216929336,0.916666666667,0.806818181818
141,0.1159250432,0.916666666667,0.795454545455
142,0.115571063012,0.916666666667,0.795454545455
143,0.11540048942,0.916666666667,0.818181818182
144,0.112578750278,0.916666666667,0.818181818182
145,0.111521945025,0.916666666667,0.806818181818
146,0.112290586655,0.916666666667,0.818181818182
147,0.11075602596,0.916666666667,0.818181818182
148,0.110048735514,0.916666666667,0.818181818182
149,0.112817239016,1.0,0.795454545455
150,0.112631009271,1.0,0.818181818182
151,0.113429699093,1.0,0.818181818182
152,0.10942950286,1.0,0.806818181818
153,0.110641198854,1.0,0.806818181818
154,0.11106311592,1.0,0.829545454545
155,0.103997603059,0.916666666667,0.829545454545
156,0.105678014457,1.0,0.829545454545
157,0.106240091845,1.0,0.818181818182
158,0.103402432675,0.916666666667,0.829545454545
159,0.107595578457,1.0,0.829545454545
160,0.10547587648,0.916666666667,0.829545454545
161,0.101300764208,1.0,0.806818181818
162,0.104551645617,1.0,0.818181818182
163,0.104293709621,0.916666666667,0.829545454545
164,0.102061551685,0.916666666667,0.829545454545
165,0.108576241881,1.0,0.840909090909
166,0.102363546068,1.0,0.829545454545
167,0.0997070359687,1.0,0.818181818182
168,0.0992136802524,0.916666666667,0.829545454545
