diseased, loc_id, longitude, latitude, date, solar_zenith, state_qa, view_zenith, sr_b01, sr_b02, sr_b03, sr_b04, sr_b05, sr_b06, sr_b07
1, 51201, 41.09943, 7.2545, 12/4/13 0:00, 3428, 72, 568, 560, 2105, 268, 585, 2385, 1893
1, 48253, 41.09705, 9.0452, 11/13/10 0:00, 3289, 72, 2627, 1182, 2931, 556, 1028, 3492, 3035
1, 49851, 41.09521, 9.10579, 9/30/12 0:00, 2419, 72, 1347, 743, 3455, 392, 870, 3588, 2582
1, 48254, 41.08856, 9.04778, 11/13/10 0:00, 3290, 72, 2636, 1134, 2958, 541, 959, 3236, 3052
0, 48255, 41.06483, 9.13108, 11/14/10 0:00, 3298, 72, 2672, 977, 3081, 495, 919, 3659, 2618
1, 49868, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49869, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49870, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49871, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49872, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49873, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49874, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49875, 41.05466, 9.13143, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
1, 49849, 41.05399, 9.13059, 9/30/12 0:00, 2144, 1032, 1581, 457, 2848, 289, 648, 2961, 1698
0, 48514, 41.0539333, 9.18265, 11/11/11 0:00, 3370, 72, 2737, 980, 2565, 442, 876, 2781, 2074
0, 49876, 41.05357, 9.13087, 11/25/12 0:00, 3492, 72, 1375, 1025, 2668, 477, 903, 3190, 2580
0, 49850, 41.04971, 9.0933, 9/30/12 0:00, 2422, 1032, 1383, 768, 3790, 479, 927, 3782, 2439
0, 49877, 41.03519, 9.10592, 11/25/12 0:00, 3491, 72, 1393, 629, 2260, 337, 645, 2589, 1801
1, 51200, 41.00138, 7.3131, 12/4/13 0:00, 3438, 72, 460, 385, 1902, 171, 446, 2067, 1483
1, 51203, 41.0013, 7.3131, 12/4/13 0:00, 3438, 72, 460, 385, 1902, 171, 446, 2067, 1483
0, 62595, 40.99379, 7.29062, 7/18/15 0:00, 2559, 136, 605, 584, 2410, 300, 635, 2649, 1647
0, 62582, 40.98712, 7.16301, 7/17/15 0:00, 2566, 72, 631, 1200, 2478, 622, 1029, 2941, 2682
1, 62585, 40.98197, 7.04021, 7/17/15 0:00, 2573, 72, 651, 1164, 2298, 600, 947, 3094, 2661
0, 62586, 40.98197, 7.04021, 7/17/15 0:00, 2573, 72, 651, 1164, 2298, 600, 947, 3094, 2661
0, 62590, 40.97352, 7.03512, 7/17/15 0:00, 2574, 72, 642, 1253, 2442, 625, 979, 3276, 2807
1, 51210, 40.96988, 7.0943, 12/10/13 0:00, 3451, 72, 1928, 799, 2298, 304, 623, 2797, 2449
0, 62583, 40.96773, 7.18298, 7/17/15 0:00, 2567, 72, 604, 1065, 2456, 535, 925, 3185, 2587
0, 62584, 40.96319, 7.21905, 7/17/15 0:00, 2564, 72, 597, 945, 2613, 503, 859, 3169, 2377
1, 51197, 40.9549, 7.7507, 12/4/13 0:00, 3479, 72, 327, 990, 2256, 454, 806, 3257, 3118
1, 60923, 40.92757, 7.14058, 11/14/14 0:00, 3090, 72, 1157, 687, 3111, 342, 754, 3572, 2468
0, 62591, 40.92083, 7.13411, 7/17/15 0:00, 2572, 72, 579, 1057, 2406, 550, 896, 3142, 2583
1, 46176, 40.91352, 9.04728, 11/20/08 0:00, 3317, 72, 33, 643, 2015, 317, 626, 2146, 1648
0, 62592, 40.91221, 7.11359, 7/17/15 0:00, 2575, 72, 568, 1240, 2427, 601, 906, 3094, 2885
0, 48522, 40.9072667, 9.03705, 11/13/11 0:00, 3367, 72, 2829, 790, 2551, 397, 794, 2638, 1872
1, 51196, 40.90108, 7.7285, 12/4/13 0:00, 3480, 72, 279, 746, 2171, 292, 606, 2649, 2324
0, 47796, 40.87537, 7.28975, 1/23/10 0:00, 3560, 72, 306, 979, 1682, 424, 706, 2746, 2694
0, 47795, 40.85176, 7.26656, 1/23/10 0:00, 3560, 72, 281, 1039, 1901, 447, 762, 2677, 2525
1, 66691, 40.85148, 7.26632, 1/21/16 0:00, 3377, 72, 3078, 846, 1801, 391, 647, 2501, 2136
1, 66699, 40.85008, 7.01033, 1/22/16 0:00, 3356, 72, 3126, 969, 2032, 496, 769, 2759, 2339
1, 66700, 40.84648, 7.00563, 1/22/16 0:00, 3356, 72, 3116, 1211, 2269, 560, 902, 3058, 2648
0, 47794, 40.84315, 7.26324, 1/23/10 0:00, 3561, 72, 272, 1051, 1847, 445, 756, 2716, 2551
0, 66690, 40.84262, 7.26338, 1/21/16 0:00, 3377, 72, 3078, 888, 1830, 407, 665, 2400, 2244
1, 51198, 40.83747, 7.3959, 12/4/13 0:00, 3453, 72, 291, 320, 2204, 170, 425, 2034, 1229
1, 51199, 40.83747, 7.3959, 12/4/13 0:00, 3453, 72, 291, 320, 2204, 170, 425, 2034, 1229
0, 47793, 40.82374, 7.2597, 1/23/10 0:00, 3561, 72, 265, 1092, 2096, 399, 731, 2935, 2956
0, 47792, 40.81001, 7.25363, 1/23/10 0:00, 3561, 72, 255, 924, 1861, 355, 635, 3751, 2561
1, 51194, 40.79872, 7.4407, 12/4/13 0:00, 3460, 72, 234, 619, 2133, 250, 562, 2711, 2045
1, 66698, 40.78377, 7.09695, 1/22/16 0:00, 3367, 72, 3060, 760, 2118, 403, 650, 2437, 1943
0, 47791, 40.77592, 7.23403, 1/23/10 0:00, 3563, 72, 217, 1114, 2161, 442, 792, 2970, 2882
0, 47802, 40.77081, 6.91898, 1/24/10 0:00, 3538, 72, 271, 774, 1339, 405, 619, 2195, 2188
1, 61168, 40.74515, 6.91955, 1/4/15 0:00, 3680, 72, 281, 827, 2139, 407, 729, 2414, 1705
0, 47803, 40.7384, 6.9262, 1/24/10 0:00, 3541, 72, 243, 733, 1609, 324, 567, 1964, 1651
1, 66687, 40.73498, 7.18005, 1/21/16 0:00, 3377, 72, 3004, 594, 1318, 280, 458, 1744, 1450
1, 46088, 40.73309, 7.17829, 12/15/08 0:00, 3676, 72, 1248, 742, 2300, 385, 698, 2725, 2093
1, 46089, 40.73211, 7.20597, 12/15/08 0:00, 3678, 72, 1247, 794, 2744, 383, 788, 3083, 2025
1, 61007, 40.73198, 7.20912, 1/4/15 0:00, 3705, 72, 221, 788, 1760, 396, 658, 2370, 1972
1, 66688, 40.73198, 7.20887, 1/21/16 0:00, 3380, 72, 3004, 975, 2097, 433, 739, 2446, 2078
1, 62613, 40.73178, 7.20351, 7/19/15 0:00, 2584, 76, 378, 921, 2562, 432, 849, 2923, 2102
1, 43412, 40.73161, 7.20578, 8/6/12 0:00, 2638, 72, 2663, 972, 1757, 487, 790, 2699, 2551
1, 57900, 40.73144, 7.20157, 7/14/13 0:00, 3131, 200, 4729, 1315, 2663, 834, 1285, 2880, 2423
1, 45550, 40.7313, 7.21025, 12/19/07 0:00, 3649, 72, 243, 682, 1981, 375, 611, 2477, 2089
1, 61008, 40.72905, 7.23777, 1/4/15 0:00, 3709, 72, 189, 1076, 2518, 455, 863, 2680, 2006
1, 57899, 40.72739, 7.17601, 7/14/13 0:00, 3132, 200, 4728, 808, 2565, 402, 778, 2876, 2245
1, 46245, 40.72696, 7.22629, 8/16/08 0:00, 2836, 1033, 4698, 4116, 4750, 3741, 3950, 5342, 4585
1, 46090, 40.72502, 7.24046, 12/15/08 0:00, 3681, 72, 1256, 619, 1791, 327, 556, 2412, 1987
1, 46246, 40.72349, 7.17345, 8/16/08 0:00, 2303, 1032, 227, 1404, 1946, 1372, 1465, 2432, 2119
1, 45549, 40.72283, 7.17318, 12/19/07 0:00, 3645, 72, 247, 512, 2702, 275, 566, 2439, 1647
1, 62612, 40.72195, 7.17222, 7/19/15 0:00, 2586, 72, 370, 809, 2170, 425, 775, 2585, 2009
1, 61170, 40.72165, 7.1712, 1/4/15 0:00, 3703, 72, 206, 758, 1880, 358, 664, 2184, 1777
1, 43411, 40.72104, 7.17132, 8/6/12 0:00, 2640, 72, 2672, 1211, 2211, 570, 951, 2873, 2742
1, 43410, 40.72086, 7.16627, 8/6/12 0:00, 2640, 72, 2672, 1290, 2346, 611, 1021, 2911, 2692
1, 66684, 40.72073, 7.17508, 1/21/16 0:00, 3724, 136, 1266, 1113, 2475, 626, 993, 2794, 2490
1, 66685, 40.7206, 7.17503, 1/21/16 0:00, 3724, 136, 1266, 1113, 2475, 626, 993, 2794, 2490
1, 57898, 40.72039, 7.16617, 7/14/13 0:00, 3133, 200, 4728, 1794, 3417, 1037, 1629, 3548, 3024
1, 66683, 40.72022, 7.16655, 1/21/16 0:00, 3723, 136, 1265, 890, 1866, 451, 765, 2208, 1969
1, 47790, 40.71991, 7.17026, 1/23/10 0:00, 3561, 72, 184, 731, 1330, 371, 583, 1792, 1660
1, 57901, 40.71894, 7.24214, 7/14/13 0:00, 3129, 136, 4739, 786, 1738, 447, 712, 2325, 2132
