diseased,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
1,257,179,109,188,351,347,331
1,474,-210,230,318,218,564,547
1,52,-803,63,-75,-300,-293,73
1,419,106,649,426,528,243,345
1,263,-26,60,88,257,-82,11
1,269,-146,96,138,176,350,374
1,318,-842,291,69,-533,125,357
1,130,252,48,138,251,145,16
1,195,247,121,125,140,150,172
1,236,-239,122,67,104,-71,90
1,373,5,213,282,561,302,405
1,459,96,220,338,779,786,672
1,28,-731,18,-75,-554,-220,42
0,34,-731,-6,-144,-468,-24,216
1,-39,-578,48,-122,-746,-359,-192
1,111,185,48,81,-96,136,93
0,305,158,207,263,471,288,163
1,22,-744,-88,-182,-396,-85,124
1,180,-156,100,44,71,164,185
1,716,135,591,637,463,603,441
0,533,263,269,455,578,638,520
1,80,482,95,93,411,135,81
1,247,511,140,267,425,505,298
0,2891,1201,3008,2769,1189,2155,2091
0,533,263,269,455,578,638,520
1,476,17,113,278,135,581,641
1,266,482,139,319,626,203,54
1,317,136,144,169,396,640,642
1,292,1437,179,452,1311,831,332
1,292,1437,179,452,1311,831,332
1,426,500,206,307,834,466,336
0,426,500,206,307,834,466,336
1,2175,631,3111,2111,510,901,978
0,499,505,252,436,976,739,567
0,499,505,252,436,976,739,567
0,241,397,116,211,458,368,331
1,48,-115,16,42,319,167,77
1,417,123,254,480,111,-57,25
1,343,-1317,221,52,-742,-147,228
1,335,1175,185,427,1343,791,404
0,174,555,91,63,590,216,183
1,764,421,655,692,726,612,471
1,2,-396,23,-17,-356,-49,68
0,343,101,147,210,450,481,419
1,353,81,204,208,382,400,311
0,491,340,265,406,549,615,553
0,377,-92,223,253,177,290,325
0,552,178,262,458,797,644,610
0,552,178,262,458,797,644,610
1,552,178,262,458,797,644,610
1,70,-656,-24,-147,-548,99,218
0,174,619,91,224,695,430,56
1,314,158,156,276,329,89,109
1,404,466,261,352,721,537,420
1,248,140,116,123,539,454,368
0,322,-14,155,191,200,523,486
1,5076,2888,5359,5064,3094,3880,3226
1,236,-2,68,126,201,257,256
1,5076,2888,5359,5064,3094,3880,3226
1,5076,2888,5359,5064,3094,3880,3226
1,5076,2888,5359,5064,3094,3880,3226
1,5076,2888,5359,5064,3094,3880,3226
1,5076,2888,5359,5064,3094,3880,3226
1,5076,2888,5359,5064,3094,3880,3226
1,5076,2888,5359,5064,3094,3880,3226
1,3231,1254,3341,3084,1453,1802,1673
1,92,-196,51,21,-455,44,47
1,153,29,74,114,31,304,272
0,157,-443,96,-22,-365,-195,-12
1,157,-443,96,-22,-365,-195,-12
1,474,723,269,437,1141,367,253
1,241,-274,139,101,-389,156,168
1,339,51,180,196,368,398,354
1,155,-294,123,50,-229,-173,29
1,155,-294,123,50,-229,-173,29
1,-10,-581,-122,-63,-373,-266,-160
1,338,-194,153,203,194,412,374
0,308,381,160,267,594,442,245
1,2255,1006,2405,2236,942,1491,1254
1,2255,1006,2405,2236,942,1491,1254
1,2255,1006,2405,2236,942,1491,1254
1,2255,1006,2405,2236,942,1491,1254
0,211,207,117,132,760,478,339
0,453,983,304,493,897,768,310
1,546,560,358,437,-44,508,412
1,1638,672,1686,1551,814,1160,973
0,83,294,29,88,-90,113,58
1,4658,3497,4698,4542,3226,3717,2985
0,4658,3497,4698,4542,3226,3717,2985
1,4658,3497,4698,4542,3226,3717,2985
1,4658,3497,4698,4542,3226,3717,2985
1,4658,3497,4698,4542,3226,3717,2985
1,4658,3497,4698,4542,3226,3717,2985
1,4658,3497,4698,4542,3226,3717,2985
1,4658,3497,4698,4542,3226,3717,2985
1,259,76,194,193,215,254,254
1,1202,47,1113,962,509,878,1350
1,1597,1456,1893,1781,1576,1214,796
1,1202,47,1113,962,509,878,1350
1,545,464,271,477,788,843,671
0,289,246,181,239,304,382,234
1,1231,-96,1481,1156,-257,72,432
0,152,-522,90,-17,-142,-239,27
1,325,979,165,389,1126,790,484
1,325,979,165,389,1126,790,484
1,1202,47,1113,962,509,878,1350
1,1202,47,1113,962,509,878,1350
1,1231,-96,1481,1156,-257,72,432
1,188,-286,109,80,85,179,249
1,298,-220,91,92,-215,521,595
1,557,-368,753,425,48,-15,379
1,383,71,192,285,776,599,530
1,335,0,65,178,417,571,642
1,854,627,624,819,734,692,663
1,1723,333,1751,1475,97,1040,1082
1,335,0,65,178,417,571,642
1,239,78,145,320,294,-95,-27
0,498,786,338,463,791,780,497
1,419,20,329,333,189,221,236
1,499,205,242,421,407,513,485
1,499,205,242,421,407,513,485
0,202,-384,105,77,64,250,278
1,245,796,118,269,1071,705,472
1,315,-114,163,159,214,489,594
0,261,866,477,366,455,560,111
1,56,-319,-28,23,-5,-123,-30
1,1062,172,919,760,800,1125,1393
1,245,796,118,269,1071,705,472
0,48,-256,83,-42,-186,11,57
1,56,-319,-28,23,-5,-123,-30
1,302,1088,171,385,1026,825,495
1,302,1088,171,385,1026,825,495
1,300,799,147,354,1050,572,313
1,266,257,159,210,514,483,409
1,266,257,159,210,514,483,409
1,370,509,193,317,562,536,405
0,239,-1295,254,-84,-454,-65,269
1,408,107,157,254,411,498,494
1,194,-252,106,100,-195,85,162
0,323,757,205,350,1116,722,452
1,665,577,768,669,793,851,823
1,304,465,215,318,611,320,281
1,304,465,215,318,611,320,281
1,1941,1901,2180,2090,1901,1781,1574
0,230,65,102,101,88,5,20
0,345,1244,171,444,1016,898,550
1,815,428,397,634,870,1120,1129
1,588,-731,212,305,206,508,645
1,543,-44,321,361,186,903,822
1,357,548,203,259,839,640,439
0,68,-32,46,107,-10,-57,-168
0,222,-208,264,155,127,180,218
0,137,360,118,168,324,295,209
1,98,-93,83,77,160,-19,44
1,140,426,43,82,457,233,175
1,621,154,470,425,324,1104,900
1,75,110,61,78,396,177,83
1,245,-23,81,133,223,274,184
0,175,-219,78,130,196,-52,34
1,409,-30,142,222,571,457,371
1,102,177,51,95,511,257,158
1,363,1413,264,463,1785,1179,725
1,119,-134,68,84,-76,145,139
1,355,-178,121,217,315,353,295
0,221,-308,101,39,-186,-175,-25
1,98,-138,58,60,-7,34,103
0,48,185,24,65,145,109,72
1,131,-377,239,97,-461,-198,43
1,515,564,257,504,705,815,553
1,48,185,24,65,145,109,72
0,221,-308,101,39,-186,-175,-25
1,98,-609,387,85,-741,-260,-158
0,251,-827,79,-58,-329,185,475
1,419,466,227,335,844,666,545
0,258,-849,171,-28,-419,30,327
1,1057,817,994,1060,895,953,833
1,381,-127,180,261,484,320,358
1,468,324,191,431,845,382,114
1,259,-245,267,183,-328,39,229
1,368,617,176,383,839,599,301
1,168,542,-89,195,378,115,-79
1,457,705,173,429,565,705,467
1,122,43,57,87,21,172,174
1,152,443,-32,185,769,194,114
0,276,366,143,295,609,486,212
0,-17,-829,-79,-107,-639,-317,-41
0,395,226,339,332,223,196,171
1,1163,898,1352,1275,629,781,496
1,1163,898,1352,1275,629,781,496
1,632,420,357,476,761,832,616
0,125,554,50,173,566,49,-30
1,518,513,259,403,960,714,569
1,288,99,119,133,523,402,415
0,188,-72,69,129,261,328,278
1,207,-310,209,81,-129,-59,12
1,288,99,119,133,523,402,415
0,201,-161,-217,57,419,291,370
1,-146,-1007,-85,-253,-1140,-582,-240
1,-146,-1007,-85,-253,-1140,-582,-240
1,322,30,153,187,78,320,314
0,111,-416,70,-52,-303,-149,-13
0,209,448,151,282,501,237,144
0,347,-23,185,195,412,559,380
1,188,354,25,197,379,128,-80
1,111,-416,70,-52,-303,-149,-13
1,323,507,176,250,621,553,479
1,431,1215,94,447,900,880,410
1,431,1215,94,447,900,880,410
1,416,334,215,271,478,464,361
0,357,-745,159,21,-564,140,224
1,61,80,37,37,94,122,88
1,-65,-695,-15,-213,-811,-330,-114
0,3886,3157,4174,4008,3080,2445,1842
1,118,78,68,94,-26,158,254
1,-74,-529,-59,-192,-750,-319,-131
1,-74,-529,-59,-192,-750,-319,-131
1,320,1011,173,368,1218,804,508
1,349,-240,175,240,288,427,369
0,77,-182,43,-58,16,-88,47
1,-32,-1310,-32,-168,-939,-567,-144
1,311,674,229,461,799,352,11
0,237,-15,121,69,-473,299,316
1,941,743,1012,1073,728,566,503
1,445,409,324,367,799,390,277
1,341,934,286,497,777,677,350
1,428,193,200,280,625,773,666
1,341,934,286,497,777,677,350
1,341,934,286,497,777,677,350
0,418,693,202,380,841,859,763
1,321,31,161,216,197,404,341
1,179,-524,66,11,110,140,226
1,484,702,486,457,583,435,284
0,3781,2213,3863,3720,1984,1950,1353
1,218,55,110,96,588,242,291
1,396,214,261,276,729,572,444
1,573,555,228,361,930,1069,776
1,426,368,242,301,759,404,368
1,60,325,20,38,12,123,-28
1,340,-606,151,76,179,51,314
1,84,-46,99,25,-4,26,82
0,325,362,193,231,500,432,325
1,274,427,77,163,3125,629,411
1,117,-417,138,29,-376,-7,72
1,494,832,254,415,1225,897,855
0,453,797,233,417,1010,828,728
0,494,832,254,415,1225,897,855
1,656,357,365,411,934,664,576
1,656,357,365,411,934,664,576
1,317,877,183,253,1012,653,563
1,331,767,173,311,1036,682,447
1,178,-757,166,18,-356,-252,66
1,83,-1368,169,-90,-532,-646,-80
0,381,454,242,288,603,440,380
0,298,-829,251,52,-447,-87,200
1,182,-618,179,34,-354,-353,31
0,264,20,150,185,499,281,411
0,345,1230,166,420,1282,962,570
1,264,20,150,185,499,281,411
1,218,61,108,92,566,340,315
1,259,399,132,157,843,457,432
0,-20,-1042,0,-114,-999,-474,-131
1,358,1104,190,328,1113,799,525
1,183,-767,165,14,-544,-299,-87
0,139,-436,48,7,-237,118,208
1,139,-436,48,7,-237,118,208
1,336,1358,156,439,1252,870,475
1,227,-175,51,121,56,54,53
1,139,-436,48,7,-237,118,208
0,1298,72,1298,1129,430,661,852
1,4198,2576,4638,4262,2202,1802,1399
1,283,51,113,128,244,324,364
0,672,352,942,726,630,242,281
1,46,-44,78,-27,-251,-50,-47
1,2167,808,2215,2042,614,1092,1113
1,347,783,297,381,530,327,235
1,455,1081,287,459,1412,789,410
1,320,-393,231,201,60,293,366
1,211,27,96,85,-53,465,314
1,2122,242,1999,1871,138,882,1036
0,242,541,156,258,677,404,286
1,402,663,311,417,757,844,581
0,2769,2412,2549,2810,1923,2577,2090
1,387,439,140,248,807,859,771
1,391,622,218,258,1116,641,611
1,198,-345,32,-16,368,588,652
1,254,282,73,186,322,501,440
1,730,142,406,549,544,637,607
1,351,238,187,253,193,657,407
1,-43,-665,-45,-137,-771,-441,-77
1,357,-194,200,249,180,337,357
1,225,1388,214,424,1168,737,281
0,299,342,162,210,579,458,387
1,196,-368,98,66,9,192,221
1,299,342,162,210,579,458,387
1,882,-90,1431,1098,-360,-205,-158
1,300,-828,31,-42,-187,45,242
1,225,1388,214,424,1168,737,281
1,625,579,334,524,1216,1012,974
0,150,25,85,130,283,42,37
1,150,25,85,130,283,42,37
1,-87,-620,16,-189,-310,-511,-270
1,453,726,335,350,902,966,610
1,429,16,230,241,491,663,580
0,523,655,414,542,-2462,490,503
1,358,-757,410,182,-490,-136,132
1,902,615,432,648,1029,1176,953
0,572,702,291,441,881,969,662
1,170,-155,541,221,137,227,285
0,732,-7,294,407,463,989,710
1,497,430,280,397,1021,614,606
0,582,164,355,552,669,356,216
1,171,44,79,95,224,233,181
1,266,971,119,346,939,693,343
1,400,707,163,344,832,925,600
1,572,702,291,441,881,969,662
1,327,355,169,222,592,497,460
0,837,-329,893,736,-672,422,576
1,293,-141,212,293,351,348,265
1,125,-279,91,33,-49,124,226
1,170,-155,541,221,137,227,285
1,114,152,55,61,488,300,311
1,390,-716,130,181,162,222,383
1,401,259,175,322,711,586,417
1,418,-819,984,432,-694,-224,-24
0,612,569,321,553,756,752,589
1,571,619,347,497,897,861,613
1,553,487,337,473,485,809,723
1,612,569,321,553,756,752,589
1,225,-258,122,130,155,117,263
0,612,569,321,553,756,752,589
0,-81,-880,80,-163,-1101,-678,-350
1,334,-76,223,251,304,179,150
1,464,895,245,400,1131,1030,661
0,88,-807,135,-17,-619,-156,12
1,240,675,242,316,590,465,303
1,329,-368,146,160,-39,461,435
1,29,52,18,41,147,-76,4
1,481,298,209,335,299,593,520
0,169,-90,50,84,-15,256,251
1,315,110,141,171,547,436,401
1,190,-893,138,-9,-502,-46,190
1,204,-246,74,108,-153,418,378
1,476,510,192,393,1160,870,595
1,-222,-1280,-266,-448,-858,-303,126
1,-122,-691,-51,-162,-930,-400,-96
1,460,279,301,408,612,625,378
1,460,279,301,408,612,625,378
1,200,-245,-19,56,39,151,390
1,460,279,301,408,612,625,378
1,421,117,144,230,3549,589,496
1,393,-115,300,323,27,425,380
1,1978,1329,1873,1911,1653,1756,1749
1,307,-289,174,93,-50,268,349
1,176,-26,45,146,3,229,255
1,4463,3911,3941,4322,3609,3301,2965
1,211,-318,134,183,169,6,170
1,165,310,156,175,241,189,75
0,252,-960,132,-28,-601,219,361
1,2246,-298,2583,2014,35,895,1341
1,609,538,219,346,753,1066,872
1,49,-683,-31,-97,-269,-281,-7
1,1076,777,1025,1155,838,930,751
0,650,210,255,392,2691,987,843
1,416,152,194,252,709,714,546
1,214,199,80,143,540,500,348
1,-189,-1493,29,-346,-1107,-901,-425
0,224,-423,110,104,-314,240,310
1,508,775,263,510,677,666,435
1,573,362,274,392,924,1166,1000
0,224,199,107,169,423,390,285
1,434,207,225,251,648,685,505
1,1464,728,1667,1429,620,900,970
1,343,1032,435,444,892,440,156
0,361,-281,212,202,414,537,489
1,400,142,780,519,-121,-173,-61
1,427,109,237,257,480,473,330
1,33,-140,29,6,-146,26,61
0,253,-1087,138,-28,-564,120,275
0,582,613,447,625,695,462,445
1,186,-760,83,-39,-474,29,123
1,278,371,141,185,897,784,742
1,272,421,160,216,572,563,380
1,248,-31,207,181,213,217,333
1,248,-31,207,181,213,217,333
0,-40,-1002,11,-198,-919,-406,-163
1,378,355,260,294,817,604,380
0,108,270,94,156,0,-61,-119
1,373,613,144,377,1006,534,300
1,373,613,144,377,1006,534,300
1,-58,-1079,76,-207,-1124,-438,-150
1,336,649,254,347,645,448,204
1,415,-103,163,180,418,658,586
1,124,-165,67,98,2,118,214
0,230,257,133,205,359,276,172
1,336,553,180,290,733,708,436
1,194,-612,114,16,-433,43,131
0,681,291,371,575,771,668,486
1,133,-43,77,50,3,132,199
1,-7,-958,-36,-165,-703,-320,-44
0,208,212,193,166,441,296,378
1,299,678,146,258,1111,784,659
1,138,-330,62,74,10,-13,67
1,428,95,389,356,302,410,450
1,170,126,91,159,237,193,95
1,276,-36,151,167,261,344,385
1,293,18,90,168,168,485,440
1,216,1312,82,260,1436,662,342
1,326,-497,130,77,-124,94,229
0,179,7,104,129,9,127,125
1,398,475,189,391,769,551,609
0,379,1211,257,485,1107,839,489
1,282,784,190,417,898,-79,-254
1,185,12,81,165,107,138,79
1,185,12,81,165,107,138,79
1,412,-596,275,173,138,62,304
1,717,170,851,676,-3,601,467
1,1199,649,2042,1405,181,456,389
1,182,-415,75,43,-249,247,237
1,-48,-1252,-1,-197,-1049,-694,-241
1,182,-415,75,43,-249,247,237
1,677,1972,782,788,1929,1062,402
1,468,375,207,293,820,789,523
0,58,-561,-159,-86,-264,4,222
0,325,-1373,156,-30,-944,96,283
1,161,136,238,212,305,339,224
1,243,204,105,135,317,306,233
1,622,727,363,584,974,675,335
0,-71,-1166,-9,-300,-1242,-492,-116
1,227,-202,161,167,-221,69,11
1,422,277,194,349,429,563,283
1,235,94,114,136,305,477,435
1,277,854,131,259,1097,685,491
1,-40,-1294,-7,-252,-709,-533,-108
0,299,426,139,264,503,464,289
0,299,426,139,264,503,464,289
0,-268,-1380,44,-419,-1423,-782,-461
1,42,-203,56,-36,-395,-27,35
1,235,-880,201,99,-575,-83,128
1,4074,3230,3840,3960,2812,2659,1786
1,89,-280,41,38,-204,9,-14
0,400,-952,186,84,-93,317,507
1,152,-1032,103,-54,-1097,-71,26
1,749,-80,421,459,241,999,983
0,117,-194,170,53,-137,-54,11
0,201,-220,103,44,8,67,156
1,357,539,316,350,3472,520,381
1,80,159,76,97,344,115,80
0,64,-1137,-11,-167,-517,-366,74
0,876,-76,469,661,189,740,725
0,551,661,323,472,981,848,686
0,648,1259,328,598,1418,1065,654
0,1149,931,1127,1168,1567,1387,1118
1,57,-1125,56,-137,-888,-430,-121
0,471,1543,272,445,1530,1220,733
1,270,835,142,308,1173,706,371
0,608,25,307,364,91,828,648
0,632,166,242,396,584,958,623
1,252,-258,95,71,53,212,231
1,298,558,153,263,369,549,286
1,479,547,266,415,895,655,398
1,74,-626,13,-51,-399,-128,45
1,866,-127,957,861,131,444,653
1,173,298,69,143,704,394,240
1,232,72,115,162,217,250,306
0,866,-127,957,861,131,444,653
1,2024,1525,2158,2018,1833,1611,1568
1,41,-87,66,31,89,57,1
0,-61,-1096,-14,-193,-825,-309,-32
1,464,573,241,400,777,600,373
0,477,342,406,365,301,563,401
1,294,129,181,197,549,388,471
0,136,340,122,138,274,237,85
0,136,340,122,138,274,237,85
1,659,456,287,457,1396,919,693
1,561,428,185,358,884,866,600
1,561,428,185,358,884,866,600
1,1732,825,1524,1534,531,960,1059
0,77,-513,56,-62,-88,-198,-85
0,77,-513,56,-62,-88,-198,-85
1,180,-710,138,-39,-133,296,404
1,1552,425,1670,1450,1191,1102,1115
0,206,4,206,271,-2107,260,218
1,6080,4541,6247,6127,4206,2905,1903
1,196,-654,149,78,136,-86,229
1,254,-843,260,109,-466,-40,318
0,385,-368,164,206,55,361,353
0,382,496,172,279,987,669,481
1,92,-594,55,-52,-318,-98,124
1,452,563,115,344,601,636,461
0,165,411,65,153,329,361,276
1,330,582,154,264,1056,623,568
1,330,582,154,264,1056,623,568
0,210,189,-17,173,563,294,118
1,264,-106,119,105,-310,381,237
1,297,163,167,227,187,289,267
0,646,201,381,512,556,572,519
1,434,28,161,273,589,637,513
1,198,295,-77,143,523,182,-43
1,309,420,188,256,326,511,368
1,504,190,259,321,759,600,467
1,412,210,197,263,606,550,406
1,256,773,113,268,1197,610,341
1,443,1127,108,422,1390,1140,860
1,176,300,116,172,406,310,228
1,184,-151,51,87,34,288,244
1,149,-618,-52,-20,-383,-5,156
1,180,-725,365,87,-387,-101,60
1,495,300,279,457,463,668,460
1,143,141,130,157,198,157,158
1,263,1284,185,370,1462,618,233
1,1304,457,1220,1216,706,982,980
1,201,-731,133,-17,-219,143,292
1,201,-731,133,-17,-219,143,292
1,95,123,98,155,-186,-4,-107
1,310,607,142,268,473,598,368
1,310,607,142,268,473,598,368
1,310,607,142,268,473,598,368
0,47,57,117,62,376,-21,65
1,358,-120,190,267,217,301,256
1,321,1037,154,337,1124,697,416
1,319,367,297,345,517,474,309
1,251,-692,205,119,-328,0,134
0,389,-10,259,296,-13,299,290
0,-9,-935,195,-90,-657,-187,-116
0,251,-213,196,110,-107,-226,84
1,159,38,78,163,-95,184,225
0,-62,-1078,-52,-221,-803,-287,-214
0,233,-541,157,85,-316,46,229
1,-62,-1078,-52,-221,-803,-287,-214
0,464,658,364,445,595,591,473
1,350,511,228,275,591,582,358
1,350,511,228,275,591,582,358
1,413,-561,165,158,337,418,635
1,260,-53,541,346,99,-63,72
1,260,-53,541,346,99,-63,72
1,299,-32,97,176,672,352,464
1,330,299,258,313,337,460,357
1,225,501,118,207,592,449,291
1,599,-489,796,586,-869,-28,281
1,110,-88,34,24,191,245,206
1,632,360,444,504,461,767,600
0,239,164,177,134,376,207,73
1,-290,-1432,-164,-420,-1049,-673,-282
1,988,1479,922,1023,1457,1373,1120
1,233,-693,48,60,14,208,363
1,487,-402,761,557,-355,95,333
1,740,172,371,551,548,787,830
1,545,246,292,430,1051,763,606
1,428,183,193,316,539,536,476
0,193,-897,211,-32,-491,-155,74
0,193,-1175,229,-57,-681,-226,76
1,740,172,371,551,548,787,830
1,740,172,371,551,548,787,830
1,170,410,90,144,3283,428,237
1,1277,914,1229,1227,997,1007,1157
0,122,-980,127,-48,-969,-275,-19
1,617,412,180,413,1016,810,673
1,462,319,258,364,519,798,669
1,462,319,258,364,519,798,669
1,519,-1112,682,399,-534,-330,8
1,383,477,156,262,863,806,571
0,-139,-1600,-65,-288,-1254,-799,-277
0,140,-7,23,43,207,225,262
1,114,-56,86,91,218,-22,114
0,3914,1638,3937,3741,-3410,2097,2013
0,125,-602,32,13,-491,-10,84
1,3570,1916,3594,3506,2417,2733,2420
0,680,339,348,539,890,865,774
1,94,-629,-14,-70,-271,-29,209
1,331,-598,60,55,244,206,268
0,503,31,158,314,588,554,486
1,231,-1379,827,139,-1676,-1022,-526
0,425,362,207,286,637,779,584
1,321,-827,399,210,-95,237,494
1,155,-182,243,155,-118,-39,87
0,364,621,183,302,74,640,418
0,-119,-686,-71,-226,-628,-213,-15
1,399,420,366,424,459,528,454
1,686,315,771,731,466,398,260
1,399,420,366,424,459,528,454
0,478,1120,210,430,1341,926,666
1,124,515,6,126,600,312,76
1,280,-748,133,39,-473,85,188
1,622,908,328,459,1118,954,601
1,622,908,328,459,1118,954,601
1,124,515,6,126,600,312,76
1,622,908,328,459,1118,954,601
1,448,260,226,301,880,788,562
1,31,-304,9,-44,-313,-93,43
1,5695,4204,5596,5665,4542,3728,2715
1,308,457,203,288,694,597,330
1,383,335,314,368,411,300,333
0,100,-363,128,151,-257,-274,-218
1,139,-797,75,-70,-273,-75,205
1,75,-1021,120,-25,-725,-308,26
0,216,846,118,248,869,613,367
1,46,147,93,61,316,110,-8
0,244,-438,110,68,74,198,271
0,1733,752,2189,1887,744,875,853
1,401,-75,229,288,-43,401,413
1,592,342,531,544,1136,853,623
0,139,-296,47,54,-240,79,125
1,446,1206,239,484,1095,965,563
1,2733,277,2891,2511,-603,1294,1340
0,302,-756,211,101,-361,179,291
0,315,-10,160,121,263,333,331
1,260,-16,128,158,210,332,312
1,687,567,235,428,1259,908,763
1,463,575,156,306,1022,699,523
0,222,13,287,182,352,-77,25
1,278,-3,135,158,133,468,367
0,180,238,73,125,391,456,375
0,288,-1195,289,8,-768,-280,98
1,294,-151,154,173,40,431,462
1,314,396,276,337,438,442,374
0,25,-972,-59,-168,-768,-206,43
1,304,222,-45,142,505,462,372
1,248,-795,137,34,758,119,198
1,365,70,277,335,513,300,337
0,166,536,133,201,627,286,189
1,456,-49,352,303,35,745,558
0,380,-1328,442,87,-748,-193,189
1,379,249,239,323,727,444,356
1,266,14,91,101,332,355,289
1,307,50,157,171,519,527,451
0,322,754,155,306,928,530,416
1,322,754,155,306,928,530,416
0,322,754,155,306,928,530,416
1,92,-56,119,80,-111,12,62
0,168,-590,45,-1,-63,128,168
0,129,-691,43,-19,-541,-69,99
0,318,393,171,266,1101,555,358
1,298,606,76,271,672,583,293
0,398,-9,232,261,149,411,684
0,288,319,206,347,450,508,280
0,1505,705,1323,1331,2321,1748,1538
1,372,1,118,168,393,455,330
1,101,-408,-7,-36,62,-126,9
1,490,152,226,359,693,409,407
1,2207,1980,2177,2272,1996,1712,1614
1,57,-36,38,31,-120,-84,-5
1,57,-36,38,31,-120,-84,-5
1,141,-52,76,79,41,167,283
1,801,2273,787,932,2592,1622,944
1,43,-408,-26,-43,-127,24,104
1,-1,-1581,-175,-279,-1308,-567,-123
1,166,-69,61,64,-32,37,119
1,292,-414,156,169,-28,214,456
1,292,-414,156,169,-28,214,456
1,1232,1320,1163,1267,1253,1245,1178
1,2,-276,50,-28,-793,-134,-51
1,2,-276,50,-28,-793,-134,-51
1,306,209,207,217,412,351,259
1,393,455,185,268,477,544,345
1,520,-126,190,345,258,381,363
1,685,666,337,585,1638,1183,921
1,344,627,184,277,529,610,458
1,554,159,313,370,253,633,489
1,354,727,197,318,1094,641,389
1,146,268,86,176,49,164,90
1,238,-42,127,139,196,345,300
1,169,-714,96,-61,959,-115,221
1,274,1404,134,381,1192,783,377
1,274,1404,134,381,1192,783,377
1,559,118,141,267,654,629,551
1,661,1036,650,707,993,840,440
0,445,174,160,243,1248,599,527
0,241,848,138,294,569,621,322
0,361,1431,130,351,1419,947,607
0,251,-476,163,69,-85,119,205
1,478,865,294,483,857,747,419
1,442,-31,210,306,662,315,312
1,245,578,238,248,-10,136,86
1,144,-856,94,-94,-463,-66,299
1,144,-856,94,-94,-463,-66,299
0,1034,1096,941,937,1328,908,786
1,56,144,11,50,349,217,187
0,226,-573,149,46,-467,26,262
0,1034,1096,941,937,1328,908,786
1,1034,1096,941,937,1328,908,786
1,482,565,275,477,588,625,525
0,452,521,264,369,745,665,492
1,396,11,168,243,432,583,491
1,396,11,168,243,432,583,491
1,1975,1613,2205,1890,1832,1544,1226
1,116,180,100,106,-38,293,120
1,199,-164,95,179,408,247,52
0,66,-915,63,-52,-596,-200,-41
1,881,147,332,532,455,941,651
1,248,932,137,280,925,672,376
1,198,-655,48,-48,-285,-13,127
1,79,745,55,144,676,304,119
1,421,125,307,325,163,444,333
1,71,-518,42,-69,109,-120,6
0,285,-286,206,166,338,217,163
1,351,-407,18,66,204,195,280
0,360,-138,160,169,365,459,447
0,360,-138,160,169,365,459,447
1,230,935,140,317,830,560,187
1,2584,1907,2640,2574,1710,1635,1305
0,132,-172,163,93,152,18,98
1,232,925,130,281,829,797,512
1,816,550,358,567,1440,1100,789
1,250,792,191,385,720,594,254
1,323,-1309,184,-57,-811,53,469
0,86,-923,82,-122,-729,-431,-20
1,174,-90,-179,-11,407,501,431
0,6,-1006,-36,-150,-700,-319,-90
1,381,-267,250,159,40,219,339
0,311,374,86,213,613,577,435
1,363,-55,155,162,357,398,462
1,453,870,234,348,1052,729,530
1,453,870,234,348,1052,729,530
0,3033,1744,3230,3101,1986,1506,1226
1,715,612,842,743,877,498,684
1,270,-540,141,58,-209,61,354
1,382,221,278,330,420,500,420
0,248,-393,105,124,145,361,437
1,10,-59,44,3,2102,-131,-131
0,225,-161,88,162,104,298,275
1,100,-1017,96,-107,-363,-287,57
0,488,85,185,294,545,695,548
0,1457,835,1803,1571,552,1200,1019
0,102,-560,60,-8,-367,58,183
0,316,-509,226,126,-329,227,282
1,382,1028,234,367,1098,810,563
0,263,738,29,193,733,648,374
0,434,-305,374,318,-133,216,139
0,461,101,235,283,402,492,371
1,270,-540,141,58,-209,61,354
0,295,-293,-120,74,202,370,377
1,251,-385,79,46,110,45,248
1,361,935,186,334,970,821,509
0,23,-319,2,-63,-166,-214,-15
1,156,168,147,130,513,246,202
1,348,3,104,111,1907,286,312
1,2141,1144,2021,2017,2104,1678,1747
1,194,-298,-115,-17,-108,259,327
0,294,-1019,110,-87,-377,64,339
1,627,3240,587,823,2865,1701,842
0,559,733,296,457,1310,969,700
1,1027,849,1119,1132,865,720,826
1,613,566,755,708,450,396,221
1,773,436,692,667,709,741,715
1,142,-485,-56,-54,-324,247,296
0,627,3240,587,823,2865,1701,842
1,195,-21,345,152,184,-39,468
1,74,-1350,73,-86,-884,-381,-149
1,490,128,167,309,414,899,645
0,441,431,168,293,914,701,577
0,526,461,265,523,916,808,508
1,289,-36,156,125,-2409,525,500
0,194,-1283,75,-149,-568,-296,56
1,621,47,541,598,270,201,69
1,490,577,268,440,904,808,572
0,339,-416,106,63,-388,353,472
1,213,401,92,163,537,509,413
0,286,775,134,269,1024,603,364
0,256,-133,118,111,-129,177,226
1,229,-11,50,66,181,291,334
0,179,-193,74,124,261,118,148
1,5191,4000,5122,5128,3277,3228,2163
1,250,-21,145,119,-78,94,228
0,703,324,242,386,1037,874,674
0,1190,602,1329,1142,740,959,1067
1,552,404,303,466,848,911,651
0,377,329,172,256,385,629,431
0,1201,2572,1139,1308,2651,2302,1387
1,334,674,136,288,1206,582,428
0,333,65,283,291,-73,426,329
1,1190,602,1329,1142,740,959,1067
1,189,-20,127,125,257,256,241
1,189,-20,127,125,257,256,241
1,1388,696,1263,1254,1143,894,637
1,7,-88,-143,-33,5,41,36
