diseased,sur_refl_b01,sur_refl_b02,sur_refl_b03,sur_refl_b04,sur_refl_b05,sur_refl_b06,sur_refl_b07
1,919,-590,673,673,139,569,1014
0,182,645,104,187,984,551,401
0,182,645,104,187,984,551,401
0,182,645,104,187,984,551,401
1,288,292,152,235,675,581,424
0,195,412,85,180,638,416,153
0,344,698,215,370,882,918,661
1,12,-902,-19,-210,-470,-50,173
1,215,670,114,211,589,487,263
0,242,-759,147,-41,-481,-378,29
1,346,1300,177,418,1442,791,441
1,502,1131,463,593,1499,926,584
1,2750,2316,2770,2743,2554,1844,1593
0,-13,-574,-68,-130,-584,-105,-50
0,357,29,173,274,437,473,476
0,-13,-574,-68,-130,-584,-105,-50
1,333,596,143,225,667,632,446
0,92,-730,260,72,-597,-193,-89
1,527,-396,244,225,23,542,635
1,21,-1149,141,-95,-891,-587,-235
1,618,395,278,330,976,763,926
1,21,-1149,141,-95,-891,-587,-235
1,618,395,278,330,976,763,926
1,618,395,278,330,976,763,926
1,136,333,111,88,-45,254,12
0,417,55,180,269,248,418,385
1,602,457,295,415,977,1164,1108
1,515,-272,211,236,38,519,871
1,-29,-858,-43,-255,-326,-339,53
1,184,-832,7,-119,-602,-136,220
1,-38,-699,-56,-252,-218,-370,4
1,165,-762,-22,-95,-279,-352,240
1,337,731,215,419,582,639,356
0,246,662,109,245,849,527,354
1,265,87,147,115,256,266,236
1,618,395,278,330,976,763,926
1,242,-759,147,-41,-481,-378,29
1,267,-1062,44,-102,-742,-183,168
1,488,873,266,383,2834,994,824
1,199,-863,1,-107,-590,-122,230
1,199,-863,1,-107,-590,-122,230
1,325,198,175,158,577,744,698
1,635,326,212,370,731,736,510
1,915,962,592,735,962,1226,1056
0,163,107,93,52,-50,224,308
0,163,107,93,52,-50,224,308
1,545,-875,588,321,-614,151,191
1,-120,-873,-53,-283,-520,-427,-71
1,405,-294,318,190,105,87,375
1,46,-913,18,-200,-861,-82,74
1,676,78,259,315,848,857,1292
1,478,168,226,239,407,574,604
1,350,-473,299,132,-377,-78,229
1,487,197,228,233,448,578,631
1,82,-868,124,-135,-358,105,471
0,420,-336,339,193,-82,29,420
1,904,456,346,560,1007,1267,1204
1,67,-639,2,-128,-609,130,271
1,206,197,85,78,400,319,347
1,874,567,352,593,695,1274,1151
1,371,-99,213,220,498,428,576
1,809,451,464,621,670,853,965
1,687,354,346,501,1015,954,1064
1,126,-724,-2,-75,-407,20,254
0,141,-243,-38,149,-104,-217,-411
1,350,-473,299,132,-377,-78,229
0,487,197,228,233,448,578,631
1,352,-173,109,107,-94,297,181
1,437,-1027,212,97,-487,238,416
0,437,-1027,212,97,-487,238,416
1,437,-1027,212,97,-487,238,416
1,437,-1027,212,97,-487,238,416
1,437,-1027,212,97,-487,238,416
1,600,117,185,293,-90,856,754
1,555,-316,110,180,79,384,434
1,1055,229,1420,1104,294,405,578
1,-111,-1018,-27,-200,-906,-709,-177
1,-1,-93,-82,-56,-71,129,79
1,703,1000,347,485,-1554,1056,900
1,297,-578,125,83,-419,185,353
1,82,-1518,-56,-227,-533,-321,146
1,161,-574,100,58,-309,156,182
1,121,-284,68,23,-216,88,104
1,441,-330,198,176,361,310,536
1,230,-529,157,42,-343,225,210
1,91,-992,61,-28,-377,0,134
0,397,646,197,334,817,814,750
1,876,570,558,590,767,1466,1360
1,876,570,558,590,767,1466,1360
1,175,76,93,87,150,205,175
1,175,76,93,87,150,205,175
1,540,580,262,342,838,925,869
1,55,15,47,-32,-86,117,355
1,290,-118,464,192,-615,-97,-69
1,554,590,193,308,793,1119,871
1,288,393,179,316,211,175,123
1,282,390,231,284,759,454,460
1,132,35,162,124,320,64,101
0,573,334,400,474,-2702,672,636
1,573,334,400,474,-2702,672,636
1,358,685,231,455,638,298,99
1,264,-502,160,51,-125,49,277
1,500,442,134,306,1093,914,801
0,410,-32,466,378,-19,15,39
1,90,-320,-74,-62,167,70,93
0,15,-797,-21,-119,-622,-244,-57
0,15,-797,-21,-119,-622,-244,-57
0,409,-289,316,284,75,270,322
0,238,-310,137,24,-95,281,375
1,-98,-1102,-23,-223,-1052,-193,40
0,178,-6,144,149,151,148,133
1,579,107,194,318,776,643,600
0,313,-169,65,109,476,199,242
1,418,41,194,187,27,743,651
1,418,41,194,187,27,743,651
0,2566,576,3347,2474,-115,45,291
0,140,-147,41,-5,74,165,222
1,819,318,345,541,600,1235,1142
1,819,318,345,541,600,1235,1142
1,52,-1033,-100,-66,-262,-69,99
1,556,-606,312,245,140,130,546
1,615,787,266,367,1182,1035,799
1,757,1128,367,622,1310,1308,1004
1,757,1128,367,622,1310,1308,1004
1,757,1128,367,622,1310,1308,1004
1,407,673,248,361,794,452,285
1,368,-356,136,158,225,358,457
0,-46,-280,-79,-185,-297,38,188
1,255,193,113,189,276,368,221
1,43,-500,-14,-170,-690,-61,92
0,-3,-310,-197,-167,-166,-142,41
1,381,507,198,427,549,254,60
0,297,1001,174,339,884,532,304
0,297,1001,174,339,884,532,304
0,297,1001,174,339,884,532,304
0,-46,-644,-45,-156,-818,-221,-74
1,-46,-644,-45,-156,-818,-221,-74
1,-46,-644,-45,-156,-818,-221,-74
1,256,-321,143,209,156,-60,50
1,192,-357,54,0,-159,10,113
1,268,107,168,92,5,425,306
1,695,-846,342,339,-177,150,602
0,412,551,184,293,1145,780,912
1,316,-218,191,191,358,369,694
1,255,-212,184,111,-149,448,611
1,848,588,839,783,494,723,607
1,499,680,210,325,1089,1142,793
0,254,-28,109,130,-160,98,131
0,254,-28,109,130,-160,98,131
1,860,1195,403,608,1812,1464,1389
0,626,123,673,640,-242,26,-79
0,626,123,673,640,-242,26,-79
1,633,-115,570,610,189,232,414
1,684,142,268,378,447,906,719
0,68,-604,38,-53,-542,11,182
1,46,-512,3,-118,-190,-221,34
0,633,-239,751,599,-162,-25,281
1,74,-477,-9,-86,-16,-32,338
1,1456,1324,1527,1465,1239,1729,1530
1,627,257,231,373,806,816,813
1,655,-599,273,171,-22,509,727
1,251,195,124,149,649,343,406
0,333,0,217,235,65,366,401
1,244,-318,112,169,3062,95,219
0,277,413,145,252,753,466,307
0,277,413,145,252,753,466,307
1,661,773,920,713,655,474,454
1,197,358,172,131,202,694,588
1,-17,-669,-23,-114,-449,-201,23
1,820,849,393,603,1787,1521,1438
1,446,-843,210,88,-813,174,204
1,-137,-1306,-88,-351,-1152,-492,-188
1,216,-236,118,30,-82,188,280
0,369,-130,451,395,334,-212,-209
1,232,-229,31,103,-321,-143,-222
1,143,66,62,80,79,70,39
0,143,66,62,80,79,70,39
0,93,-221,46,-28,93,35,286
1,1803,36,1829,1592,-140,774,1091
1,1803,36,1829,1592,-140,774,1091
1,1803,36,1829,1592,-140,774,1091
1,1803,36,1829,1592,-140,774,1091
1,1803,36,1829,1592,-140,774,1091
0,505,348,574,573,289,10,-137
1,176,105,101,99,407,274,283
0,473,348,265,342,438,869,567
0,146,86,101,109,150,141,68
1,723,795,367,509,1234,1469,1152
1,574,-770,253,133,-664,381,583
0,714,1306,326,519,1642,1585,1194
0,2222,1743,2333,2203,1868,2365,2266
0,258,-732,271,89,-393,-3,130
1,626,1058,314,511,1311,1178,864
0,317,-145,441,268,-98,-2,44
1,317,-145,441,268,-98,-2,44
1,182,-220,101,79,22,95,73
1,95,92,2,114,2,169,55
1,1234,487,1131,1079,954,957,815
1,334,256,170,295,500,570,482
0,-226,-2553,-66,-440,-1891,-1364,-660
0,5,-1648,143,-84,-1437,-626,-187
0,5,-1648,143,-84,-1437,-626,-187
0,5,-1648,143,-84,-1437,-626,-187
0,5,-1648,143,-84,-1437,-626,-187
1,3449,3217,3291,3422,3563,3165,2642
0,348,938,176,349,747,715,463
1,723,211,817,704,561,515,622
1,67,-737,152,-32,-708,-251,24
1,879,844,935,914,657,1014,732
0,-129,-1609,-43,-288,-1427,-399,-37
1,1006,924,1145,1109,1040,1104,1173
1,90,-590,43,12,-331,16,107
0,300,-474,189,62,-194,340,588
0,300,-474,189,62,-194,340,588
0,614,269,315,443,664,692,686
0,-55,-1237,-39,-205,-856,-287,-11
1,-2,-788,-34,-270,-383,5,151
0,-4,-582,7,-182,-661,-187,-26
1,-115,-1483,-61,-279,-1046,-384,-27
0,596,469,326,525,3181,518,422
1,690,211,262,438,511,778,586
1,524,524,278,385,709,654,609
0,285,453,139,250,396,543,386
0,543,249,218,346,832,808,771
1,114,-209,-51,143,-172,-128,-94
1,114,-209,-51,143,-172,-128,-94
1,114,-209,-51,143,-172,-128,-94
0,307,508,150,215,574,638,520
1,1582,839,1780,1672,1125,1164,1351
0,187,-410,116,142,35,206,206
0,413,-45,221,189,118,726,658
1,752,244,487,619,584,1007,790
1,517,480,256,379,636,949,741
1,2690,2200,2639,2656,1959,2076,1710
0,140,569,83,189,422,149,34
0,476,805,235,431,657,755,568
1,250,-280,112,52,141,166,292
0,19,-973,-5,-140,-652,-93,176
1,211,130,104,105,516,652,569
1,156,-447,61,48,-426,-99,39
0,23,36,62,-11,-142,-54,-29
0,173,-334,71,87,-48,44,155
0,173,-334,71,87,-48,44,155
0,502,430,601,485,763,958,840
1,219,-567,144,133,-546,-108,75
0,1550,709,1502,1502,903,779,1006
1,43,-321,-56,-84,-191,3,41
0,281,686,125,273,1052,635,458
1,306,187,159,217,578,513,485
1,100,-326,-3,-47,266,79,450
1,1247,835,1280,1182,923,860,798
1,954,1695,564,937,1649,1744,1155
1,443,514,221,334,591,935,665
1,322,192,161,218,714,676,903
1,819,501,523,609,1209,1074,919
1,353,-675,622,294,-799,-365,-194
1,353,-675,622,294,-799,-365,-194
0,-128,-1273,-49,-294,-1017,-485,-177
1,261,-333,128,83,-112,21,207
1,1165,-5,1164,1116,523,794,1226
1,315,-589,154,109,-164,28,38
1,358,208,116,228,809,814,603
1,469,315,213,265,293,892,804
1,469,315,213,265,293,892,804
1,1258,-483,1135,1025,-140,581,816
0,317,376,197,276,633,494,525
1,729,243,225,398,582,829,639
0,383,368,167,263,228,732,547
1,132,-87,236,115,-211,119,27
1,228,379,64,163,539,522,563
1,59,-1196,-28,-184,-634,-522,-219
1,134,-272,53,50,-32,150,238
1,817,-179,232,335,354,866,746
1,295,-1,149,199,369,441,374
1,501,-165,687,378,81,111,48
1,208,437,-3,147,289,402,304
1,208,437,-3,147,289,402,304
0,109,-1318,-19,-162,-578,-373,0
1,325,132,135,202,420,422,297
1,208,437,-3,147,289,402,304
1,208,437,-3,147,289,402,304
1,208,437,-3,147,289,402,304
1,325,132,135,202,420,422,297
1,325,132,135,202,420,422,297
1,325,132,135,202,420,422,297
0,391,492,181,329,933,695,539
0,391,492,181,329,933,695,539
1,661,805,340,414,1222,1243,1078
1,-21,-196,31,-53,-29,14,90
0,1946,1415,2007,1949,1642,1734,1711
0,67,24,325,164,-37,-195,-224
1,2289,1776,2190,2297,1942,2213,1957
1,187,-309,110,138,-105,-176,3
1,751,508,339,424,1067,1150,989
1,-17,-546,-176,-116,-327,42,109
1,116,165,-87,83,349,317,491
1,241,386,95,387,756,147,-108
1,229,94,117,67,345,803,545
0,146,-647,265,109,-504,-400,-94
1,338,-49,166,209,296,362,357
0,-4,-1075,1,-112,-546,-428,-119
1,312,405,170,244,980,743,521
1,295,751,166,309,498,553,368
1,295,751,166,309,498,553,368
1,595,-159,277,367,184,706,637
0,146,-647,265,109,-504,-400,-94
1,488,-252,278,177,266,656,697
1,410,-136,160,186,1167,471,403
1,776,-197,384,448,487,797,750
1,55,-178,13,4,-111,-73,-19
1,543,1950,294,659,1814,1465,833
1,486,-155,259,283,394,399,415
1,486,-155,259,283,394,399,415
1,543,1950,294,659,1814,1465,833
1,362,-118,180,142,292,483,400
0,151,-542,74,-53,-617,-141,137
1,423,-691,475,199,-94,74,293
1,229,1143,269,367,1360,534,148
1,305,121,162,164,-354,635,670
1,108,47,164,45,-18,184,260
0,2183,942,2257,2170,1407,1366,1330
1,552,-1071,171,236,-20,742,670
1,552,-1071,171,236,-20,742,670
1,552,-1071,171,236,-20,742,670
1,552,-1071,171,236,-20,742,670
1,552,-1071,171,236,-20,742,670
1,199,-149,142,39,316,22,82
1,331,487,133,263,787,398,217
1,239,-684,241,92,-768,-153,62
0,663,196,302,421,857,786,624
0,663,196,302,421,857,786,624
0,154,-478,399,155,-310,-394,-183
1,187,47,106,132,182,171,193
0,176,-741,80,-13,-206,160,375
0,298,-342,130,98,102,414,406
1,425,1118,600,548,811,421,248
0,225,327,88,182,641,319,270
0,241,-481,135,122,-143,242,284
1,2445,1624,2429,2396,1839,2613,2347
1,2445,1624,2429,2396,1839,2613,2347
0,194,-453,121,143,-357,140,180
1,233,1162,175,297,1122,537,280
1,483,226,216,335,823,663,497
1,182,214,87,208,339,415,253
1,376,350,171,277,894,520,378
1,395,382,190,314,822,512,374
1,395,382,190,314,822,512,374
1,395,382,190,314,822,512,374
1,395,382,190,314,822,512,374
1,395,382,190,314,822,512,374
1,219,141,123,99,266,231,191
1,376,350,171,277,894,520,378
1,42,-1720,42,-259,-1199,-392,165
1,-114,-723,-66,-285,-452,-194,69
1,376,350,171,277,894,520,378
1,798,396,469,599,1059,1235,928
1,798,396,469,599,1059,1235,928
1,376,350,171,277,894,520,378
1,245,-239,119,145,-116,235,277
1,4677,2655,4421,4431,2688,3394,3086
1,324,-20,169,182,33,398,229
0,-145,-1656,-17,-369,-1631,-647,-169
1,279,88,122,161,266,346,345
0,598,503,287,389,1072,851,795
1,349,402,175,240,849,528,469
1,695,102,953,607,156,220,535
1,489,-96,227,235,409,583,569
1,804,972,1084,837,252,390,138
0,315,-465,290,271,-20,263,380
0,-80,-844,36,-92,-763,-429,-169
1,580,265,399,322,994,788,692
1,336,325,189,249,571,551,539
1,116,-873,-14,-130,-271,149,288
0,910,533,425,561,975,1309,1178
1,196,-297,94,-5,-388,60,-17
1,542,329,218,258,770,680,634
1,-16,-1743,17,-220,-923,-638,-151
1,246,278,98,165,498,418,351
0,733,753,325,462,1038,1135,925
1,467,113,277,314,780,524,403
0,467,294,211,308,286,328,293
1,596,452,258,378,662,743,493
1,367,-159,169,151,428,397,332
1,372,93,217,209,431,623,681
1,367,-159,169,151,428,397,332
0,267,394,120,236,681,353,249
1,718,33,356,439,863,741,697
1,367,-159,169,151,428,397,332
1,261,-350,217,3,14,59,104
0,609,-448,286,353,32,567,606
1,434,-49,252,333,290,595,560
1,367,-159,169,151,428,397,332
1,571,-100,290,375,506,472,528
1,966,-816,1222,808,-595,-245,437
1,433,57,233,277,546,563,461
1,387,-221,194,175,158,681,569
1,171,192,90,145,46,69,92
1,530,-591,252,111,81,670,659
0,127,-1307,269,-29,-84,-293,51
1,201,34,107,119,171,231,333
1,57,-462,226,77,-175,-291,-71
0,133,-796,141,-19,-812,104,174
1,305,-1160,214,103,-1038,-417,93
1,346,-237,174,184,345,466,455
1,437,-449,234,51,151,488,395
1,364,-808,139,18,19,345,493
1,447,-148,215,251,260,263,420
1,364,-808,139,18,19,345,493
1,836,-244,246,391,458,1128,1113
1,364,-808,139,18,19,345,493
1,728,-147,345,425,3565,938,1070
1,728,-147,345,425,3565,938,1070
1,4998,3988,4941,5068,3575,3319,2261
1,136,-932,82,-80,-483,157,568
1,293,-509,170,155,-149,57,221
1,1430,765,1469,1392,724,1357,1232
1,448,147,230,178,463,587,636
1,460,279,123,212,375,440,351
1,462,-601,248,62,-69,602,518
1,108,-368,44,-22,-928,33,141
1,108,-368,44,-22,-928,33,141
1,108,-368,44,-22,-928,33,141
0,628,-371,475,444,290,352,476
1,294,32,174,168,178,265,150
1,35,-1880,-29,-251,-1192,-638,-145
0,700,546,449,533,687,965,773
1,-162,-841,-77,-292,-1033,-325,-218
1,385,-559,111,57,-172,105,227
0,572,-200,208,249,483,608,464
1,326,-573,140,132,-23,294,290
1,142,-233,64,56,-94,64,106
1,23,-335,16,-91,-232,-104,-10
1,23,-335,16,-91,-232,-104,-10
1,289,-1037,122,10,-720,81,280
1,293,-81,159,179,364,357,382
0,353,-1027,120,48,-764,43,367
1,665,-160,322,367,450,642,634
1,778,156,374,478,203,827,747
1,814,-589,507,551,121,953,893
1,814,-589,507,551,121,953,893
1,399,662,237,421,475,225,51
1,-100,-1140,-52,-268,-1232,-328,15
1,357,-623,191,204,1211,233,325
1,289,281,151,214,312,369,308
1,289,281,151,214,312,369,308
1,289,281,151,214,312,369,308
1,289,281,151,214,312,369,308
0,803,516,378,506,821,1032,1069
1,0,0,0,0,0,0,0
0,519,598,228,405,1227,669,480
1,726,436,855,727,636,593,668
0,747,375,594,612,1122,1058,873
1,585,159,170,309,968,1066,986
1,585,159,170,309,968,1066,986
1,585,159,170,309,968,1066,986
1,58,-157,-7,-38,28,155,154
1,794,-67,442,500,1193,1300,1117
1,747,375,594,612,1122,1058,873
0,154,-414,59,65,-410,45,136
1,328,-244,160,112,91,513,447
1,855,688,879,945,773,503,524
1,3,-1647,4,-287,-2871,-539,-166
0,1296,1403,1320,1353,1427,1112,1008
0,622,1406,669,728,829,798,569
0,294,526,175,269,364,425,263
1,553,-143,316,434,315,620,560
1,71,216,63,-21,102,211,168
1,287,650,122,190,383,490,348
1,439,1066,183,375,1446,1025,718
1,598,401,545,524,430,819,889
1,-79,-721,42,-166,-565,-411,-245
1,81,-56,26,39,-125,-127,-100
1,291,-1322,136,36,-462,-14,407
0,433,-200,390,404,46,135,389
0,75,-224,60,-5,-326,-151,-53
1,1509,1071,1558,1456,1570,1248,1376
1,743,780,334,533,1218,1304,1238
1,516,-1373,225,104,-641,286,665
1,219,-618,96,41,-590,32,228
0,754,801,309,495,747,1298,1046
0,157,183,95,100,205,229,289
1,432,67,196,236,170,722,744
0,364,104,274,294,400,378,365
1,277,-48,143,175,1418,474,482
1,215,-52,139,146,197,202,229
1,215,-52,139,146,197,202,229
0,215,-52,139,146,197,202,229
0,619,-529,475,329,268,708,912
0,152,-897,2,55,-554,108,75
1,84,-1028,-41,-194,-386,-177,-9
0,428,611,219,296,1031,685,516
1,293,489,128,252,365,427,327
1,274,-48,3,34,305,461,598
0,288,121,258,282,440,101,91
0,63,-643,58,-52,-299,-114,5
0,129,-1319,57,-176,-589,-106,128
1,204,-576,54,110,-354,120,174
1,125,-1108,-19,-161,-401,-259,121
1,625,-1103,297,234,-226,800,758
1,282,1256,137,326,-2541,959,588
0,217,309,134,190,628,328,404
1,547,917,376,492,940,946,853
0,272,138,75,167,340,376,310
0,426,207,219,368,229,423,649
0,632,255,394,458,1078,1200,944
0,223,560,110,170,832,415,261
1,594,-950,299,131,-199,557,783
0,176,333,84,135,-892,89,142
1,509,-95,282,251,507,526,602
0,158,-177,49,27,88,233,245
1,280,-199,129,86,376,283,205
1,39,-169,22,29,-1,-129,-122
1,552,428,316,412,3355,860,552
0,318,-52,145,176,122,558,473
0,417,-667,203,290,-178,325,452
1,400,155,154,220,165,472,292
1,106,-221,68,53,-104,47,86
0,463,-199,314,245,165,730,532
1,301,-21,121,85,277,642,703
1,301,-21,121,85,277,642,703
1,301,-21,121,85,277,642,703
1,424,-157,224,154,199,466,488
1,818,1458,350,589,2027,1891,1511
0,510,-865,285,179,144,133,304
1,510,-865,285,179,144,133,304
1,967,542,1027,984,504,419,386
1,-137,-680,-76,-253,-486,-373,-182
0,386,424,440,391,609,482,383
1,331,318,166,221,317,431,343
1,280,-16,347,279,299,335,373
1,301,-21,121,85,277,642,703
0,123,-299,87,15,-96,-33,12
1,106,-423,178,3,-50,-62,155
0,106,-423,178,3,-50,-62,155
1,560,616,230,366,714,1065,968
1,301,-21,121,85,277,642,703
0,383,1565,204,464,1433,1101,574
1,123,-299,87,15,-96,-33,12
1,301,-21,121,85,277,642,703
0,693,166,332,474,515,608,577
0,342,579,199,283,798,514,422
0,319,328,203,248,267,573,428
1,383,1565,204,464,1433,1101,574
1,477,-362,291,208,547,270,379
0,768,-54,223,397,648,1170,1199
1,19,-841,102,-143,-113,-423,-146
0,19,-841,102,-143,-113,-423,-146
1,116,-1185,4,-200,-679,-130,153
0,288,998,223,352,1220,774,407
1,355,669,183,349,617,650,422
1,309,375,183,248,196,427,367
1,215,-410,140,66,-422,-33,114
1,235,816,109,261,791,364,112
1,527,186,279,333,561,644,555
0,123,-294,57,22,298,215,180
0,25,-230,24,-18,-343,-58,-1
1,112,-595,184,-100,-305,134,335
1,906,364,396,518,1115,1433,1236
1,578,174,291,368,396,892,783
0,75,-194,27,18,263,20,45
1,551,-2203,867,318,-1616,-763,-153
1,885,116,444,653,474,1110,770
1,449,-401,516,364,193,205,317
0,449,-401,516,364,193,205,317
1,412,-21,200,216,439,547,582
0,412,-21,200,216,439,547,582
0,-110,-1246,-74,-294,-1162,-619,-248
1,-110,-1246,-74,-294,-1162,-619,-248
1,404,325,205,296,369,748,529
1,484,199,168,267,646,740,607
1,32,-519,86,-30,-617,-353,-120
0,1770,860,1711,1659,1016,1362,1055
1,447,-527,243,252,-184,430,487
1,437,404,536,406,552,448,358
0,774,821,1015,876,927,739,748
0,261,-619,128,84,-182,130,256
0,99,-259,41,18,210,86,128
0,282,105,127,239,-58,341,338
1,133,-214,102,77,755,178,30
1,208,-480,257,59,-246,-56,46
1,92,-780,50,-5,-465,-30,137
1,225,-222,82,52,-373,288,324
1,225,-222,82,52,-373,288,324
1,701,265,276,334,655,982,805
0,701,265,276,334,655,982,805
1,-87,-920,-71,-230,-812,-408,-157
0,-87,-920,-71,-230,-812,-408,-157
0,191,12,47,97,27,376,305
0,551,1098,359,444,771,1072,925
1,729,-718,407,280,-86,570,683
1,454,1088,320,405,467,1002,719
1,96,-189,33,20,362,266,206
1,434,294,236,322,651,641,645
0,452,303,254,274,264,768,823
0,444,-551,123,117,379,835,956
0,444,-551,123,117,379,835,956
1,433,-274,215,166,-12,411,327
1,153,164,84,108,254,324,211
1,521,1158,200,420,1335,990,614
1,-72,-1528,-38,-329,-1031,-539,-215
0,175,-384,149,156,-1,123,135
0,175,-384,149,156,-1,123,135
0,713,512,820,732,3292,1139,1193
1,385,73,210,284,499,615,487
1,344,225,121,182,545,552,449
1,193,-44,87,73,356,182,93
0,167,-114,92,85,255,94,24
1,611,474,409,428,820,849,705
0,305,-138,134,93,-39,318,303
1,192,576,252,232,2800,354,187
1,335,-472,167,229,385,360,319
0,335,-472,167,229,385,360,319
0,255,-165,153,152,2874,288,226
1,453,-344,221,341,73,467,480
1,864,143,305,488,703,1052,995
1,314,167,200,238,788,630,450
1,343,-762,161,74,-284,251,479
1,281,582,149,240,714,513,414
1,289,-419,222,135,-23,162,201
0,1435,1240,1200,1264,1734,1591,1245
0,380,1136,249,394,1073,744,510
1,427,750,202,357,944,656,504
1,283,28,139,148,72,374,356
1,116,251,40,89,246,374,215
1,881,728,364,532,1256,1441,1054
1,358,515,347,327,480,521,347
0,432,-401,419,222,144,317,361
0,621,1285,757,766,1131,732,352
0,-59,-1609,-74,-307,-1053,-636,-175
1,754,-609,927,543,-158,-244,-21
1,754,-609,927,543,-158,-244,-21
1,106,492,82,100,-278,-207,-255
1,82,-1236,11,-178,-973,-240,34
1,1024,899,417,689,1487,1750,1669
0,724,653,363,539,1112,1016,728
0,137,95,74,136,319,37,-5
1,277,442,214,267,694,440,317
0,973,803,350,530,1405,1281,1096
0,201,264,164,207,99,222,206
0,187,18,217,160,283,148,114
0,357,218,175,159,484,645,632
1,278,816,153,280,891,658,406
0,457,27,247,256,259,514,448
0,431,113,164,180,355,548,392
0,710,118,646,596,497,834,766
0,41,-1743,25,-294,-1053,-638,-111
0,404,222,321,300,461,332,387
1,691,-202,228,271,-12,889,978
0,407,282,164,228,431,474,372
1,243,999,177,288,464,563,300
1,337,179,127,260,349,487,378
1,287,18,109,176,288,357,293
1,-197,-1355,-248,-443,-740,-611,-127
0,466,328,258,333,1036,754,716
0,1180,412,497,728,829,1368,1092
1,814,-486,983,675,-331,180,453
1,57,41,341,11,410,-44,10
0,99,251,67,57,411,183,92
1,-59,-406,8,-113,-266,-229,-162
1,341,216,158,273,3099,456,431
1,509,726,428,493,1134,748,537
1,526,-126,474,383,597,497,640
1,216,-489,33,68,-150,136,248
1,300,293,132,257,304,430,289
0,112,-839,-17,-129,-868,-176,-71
1,335,-279,182,185,407,822,680
0,298,-11,221,274,80,129,151
0,1193,395,834,979,570,1275,1273
1,413,361,163,268,309,514,458
1,175,508,76,152,469,322,213
1,1395,1457,1347,1437,1925,1673,1489
0,226,621,141,179,450,559,316
0,1193,395,834,979,570,1275,1273
0,351,98,135,207,323,409,378
0,281,-141,104,103,-123,315,270
1,44,91,23,-1,-80,192,118
0,389,139,155,247,338,423,400
0,389,139,155,247,338,423,400
0,1550,949,1555,1483,806,1102,872
1,413,-12,113,203,601,601,501
1,460,-122,197,260,55,310,430
0,-8,-1681,34,-321,-1096,-790,-310
0,526,-277,744,446,-80,141,421
0,26,-463,67,-2,-530,-101,-41
1,460,-122,197,260,55,310,430
1,460,-122,197,260,55,310,430
1,460,-122,197,260,55,310,430
1,192,-1081,117,-74,-1030,-185,43
1,-62,-444,11,-223,-302,-63,86
1,757,674,399,518,1261,1062,1003
1,292,-107,108,120,157,279,287
0,360,-74,142,182,95,257,266
0,696,488,351,516,881,817,670
0,-112,-1062,-72,-274,-873,-508,-215
0,228,-507,-52,-15,137,186,288
0,216,-278,92,105,-204,88,120
0,304,-183,306,157,-31,99,209
0,1095,788,1052,1019,1034,1145,1093
1,85,301,56,81,239,204,73
1,75,-566,18,-33,-237,52,130
0,458,624,268,392,1076,730,668
0,113,-1204,44,-123,-691,-238,100
1,539,536,282,364,800,618,554
1,539,536,282,364,800,618,554
1,539,536,282,364,800,618,554
1,716,642,367,532,1059,870,670
0,294,42,154,158,197,279,278
1,490,236,86,228,243,553,347
1,694,1764,886,915,1125,849,267
1,210,-249,102,74,-6,365,363
0,546,125,278,342,614,838,775
1,307,-275,60,97,169,417,436
1,527,-109,218,298,387,652,648
1,527,-109,218,298,387,652,648
0,527,-109,218,298,387,652,648
0,122,-774,574,125,-655,-340,-185
0,176,42,26,65,236,272,209
0,-198,-1176,-86,-307,-1018,-575,-333
1,52,-835,-27,-175,-589,-360,-156
0,76,-145,44,-54,-16,73,64
1,354,194,161,230,436,435,389
0,488,265,211,333,564,604,597
0,452,1142,238,423,1380,762,511
0,286,236,118,194,493,277,247
0,286,236,118,194,493,277,247
0,158,549,145,183,-1967,445,290
0,-73,-471,-122,-179,-136,-65,-18
0,287,52,208,209,282,357,353
0,579,417,330,424,627,667,567
0,-69,-977,58,-183,-703,-435,-88
1,667,674,412,567,775,707,626
1,823,709,379,585,1051,894,629
1,823,709,379,585,1051,894,629
1,427,263,314,350,462,499,509
1,258,-2437,456,69,-1741,-984,-376
1,330,-56,148,181,374,318,301
1,206,669,340,272,439,266,123
0,277,382,340,302,244,250,202
0,126,-239,-198,-42,229,450,431
0,413,954,222,329,970,577,413
0,179,-224,58,24,144,140,179
1,388,-97,270,324,463,447,320
0,236,-65,98,117,-32,313,362
1,3868,4061,3705,3948,3727,3459,2471
1,418,-127,214,231,389,1058,942
1,45,-671,28,-23,-228,-165,43
1,45,-671,28,-23,-228,-165,43
1,514,-191,280,257,382,412,515
0,38,-273,127,41,-120,-99,-97
0,452,829,241,442,1200,872,617
0,452,829,241,442,1200,872,617
0,16,-182,1,-41,-82,-50,-19
0,436,-58,165,232,269,370,346
1,3868,4061,3705,3948,3727,3459,2471
1,3868,4061,3705,3948,3727,3459,2471
0,3868,4061,3705,3948,3727,3459,2471
1,261,17,72,86,383,590,700
0,300,-302,133,105,28,517,534
1,682,376,263,469,739,857,653
1,810,629,434,664,798,1172,985
1,296,-1385,404,89,-996,-429,-111
1,-17,-333,-16,-119,255,143,96
1,-17,-333,-16,-119,255,143,96
0,538,903,283,435,1067,1309,738
1,317,117,172,151,336,509,391
0,644,538,252,460,699,887,648
